,atk,base_card_id,card_id,card_name,card_set_id,char_type,clan,copyright,cost,cv,description,evo_atk,evo_description,evo_life,evo_skill_disc,foil_card_id,format_type,get_red_ether,is_foil,life,normal_card_id,org_evo_skill_disc,org_skill_disc,rarity,restricted_count,skill,skill_disc,skill_option,tokens,tribe_name,use_red_ether
876,3,111731010,111731010,"Marlone, Light of Balance",10011,1,7,,3,,"To abide is to sin, and this world is full of sinners. What is wrong with that? Sin is sin, and that's all. You need only to pay penance. To atone.",5,"We control the balance, even if that's a bit of an outlandish thing to suggest. It's about preservation, at least until it all comes to an end. And I suspect that's where things are heading. But who's to say? This world can be kind to its people.",5,"Evolve: Put a Mark of Balance into both players' hands.<br>Whenever this follower attacks, recover 1 play point.",111731011,1,250,0,3,111731010,"[b]Evolve[/b][b]:[/b] Put a [b]Mark of Balance[/b] into both players' hands.<br>Whenever this follower attacks, recover 1 play point.",[b]Fanfare[/b][b]:[/b] Put a [b]Mark of Balance[/b] into both players' hands.,3,3,"token_draw,token_draw//pp_modifier,token_draw,token_draw",Fanfare: Put a Mark of Balance into both players' hands.,"token_draw=900734030,token_draw=900734030&player_side=op//add_pp=1,token_draw=900734030,token_draw=900734030&player_side=op",,-,800
877,2,111731020,111731020,Sekhmet,10011,1,7,,3,,"She is a goddess of malice, who holds dominion over plagues. The helmet she wears, a crown fashioned from the corpse of a noble beast, is proof of her cruelty.<br>""No, wait! I bought this hat from a regular merchant! I just thought it looked nice..."" ",4,"She is a goddess of malice, who holds dominion over plagues. It is said she can summon storms with a mere flick of her fan, laying waste to whatever displeases her.<br>""I can't help it... Sometimes it gets muggy, and you just need to fan yourself, right?""",5,"At the end of your turn, deal 2 damage to all other followers.<br>At the end of your opponent's turn, give +0/+2 to all other followers.",111731021,1,250,0,3,111731020,"At the end of your turn, deal 2 damage to all other followers.<br>At the end of your opponent's turn, give +0/+2 to all other followers.","At the end of your turn, deal 1 damage to all other followers.<br>At the end of your opponent's turn, give +0/+1 to all other followers.",3,3,"damage,powerup//damage,powerup","At the end of your turn, deal 1 damage to all other followers.<br>At the end of your opponent's turn, give +0/+1 to all other followers.","damage=1,add_life=1//damage=2,add_life=2",,-,800
878,2,900711010,900711010,Holy Falcon,90000,1,7,,3,,A white bird descends from heaven to answer the prayers of the pious. Its glow lights the darkness; its beak pecks away at the forces of evil.,4,"A white bird descends from heaven to answer the prayers of the pure-hearted. Its screech rings out through the darkness, scattering the forces of evil.",3,Storm.,900711011,1,0,0,1,900711010,[b]Storm[/b][b].[/b],[b]Storm[/b][b].[/b],1,3,quick,Storm.,none,,-,0
879,2,900711110,900711110,White Snake,90000,1,7,,3,,"When the scales imbued in faith are bountiful from prayer, a divine serpent will be awakened to consume the venom of animosity.",4,The luster of its scales glows a ghastly white—those caught before its fiery red gaze will be exorcised from within.,4,Bane. ,900711111,1,0,0,2,900711110,[b]Bane[/b][b].[/b] ,[b]Bane[/b][b].[/b] ,1,3,killer,Bane. ,none,,-,0
880,3,900711120,900711120,Time Owl,90000,1,7,,3,,"When the final grain of sand has fallen, the cerulean keeper will be awakened, wings aflutter like the winds of time.",5,The flapping of its cerulean wings reveal the flow of time—its flutters exorcising beyond time and space.,4,Rush. ,900711121,1,0,0,2,900711120,[b]Rush[/b][b].[/b] ,[b]Rush[/b][b].[/b] ,1,3,rush,Rush. ,none,,-,0
881,0,101714010,101714010,Power of Protection,10001,4,7,,3,,Those who carry out the Divine Will shall be graced with divine protection.,0,,0,,101714011,0,10,0,0,101714010,,Give +1/+2 and [b]Ward[/b] to an allied follower.,1,3,"powerup,guard",Give +1/+2 and Ward to an allied follower.,"add_offense=1&add_life=2,none",,-,50
882,0,101714020,101714020,Healing Prayer,10001,4,7,,3,,"Blessed are thy deeds, O ye of faith.",0,,0,,101714021,0,10,0,0,101714020,,Restore 3 defense to an ally.<br>Subtract 1 from the [b]Countdown[/b] of all allied amulets.,1,3,"heal,chant_count_change",Restore 3 defense to an ally.<br>Subtract 1 from the Countdown of all allied amulets.,"healing=3,gain_chant=1",,-,50
883,0,106724010,106724010,Star Torrent,10006,4,7,,3,,"Desirable enough to drive one to prayer; terrifying enough to drive one to prayer. Is the rain that flows from this upturned ewer a blessing or a calamity? —Ewer Above the Sky, Chapter 3",0,,0,,106724011,0,50,0,0,106724010,,Deal 1 damage to all enemy followers.<br>Subtract 1 from the [b]Countdown[/b] of all allied amulets.,2,3,"damage,chant_count_change",Deal 1 damage to all enemy followers.<br>Subtract 1 from the Countdown of all allied amulets.,"damage=1,gain_chant=1",,-,200
884,0,109724010,109724010,Prism Swing,10009,4,7,,3,,"Oh yeah, baby! Prismatacular! —Prism Priestess",0,,0,,109724011,1,50,0,0,109724010,,Deal 4 damage to an enemy follower.<br>Put a [b]Holy Lion Crystal[/b] into your hand.,2,3,"damage,token_draw",Deal 4 damage to an enemy follower.<br>Put a Holy Lion Crystal into your hand.,"damage=4,token_draw=108714010",,-,200
885,0,110724010,110724010,Feather Rush,10010,4,7,,3,,"Have wing, will fly. <br>—Featherfolk Proverb",0,,0,,110724011,1,50,0,0,110724010,,Give [b]Storm[/b] to an allied follower.,2,3,quick,Give Storm to an allied follower.,none,,-,200
886,0,900724020,900724020,Unicorn Spear,90000,4,7,,3,,"""If you take up arms, then we will stand against you.""<br>—Unicorn Knight",0,,0,,900724021,1,0,0,0,900724020,,Deal 4 damage to an enemy follower. Restore 1 defense to your leader.,2,3,"damage,heal",Deal 4 damage to an enemy follower. Restore 1 defense to your leader.,"damage=4,healing=1",,-,0
887,0,100713030,100713030,Featherwyrm's Descent,10000,3,7,,3,,It's an honor to be chosen as an offering—if only to come in contact with such a sublime being.,0,,0,,100713031,1,0,0,0,100713030,,[b]Countdown[/b] [b](3)[/b]<br>[b]Last Words[/b][b]:[/b] Summon a [b]Holywing Dragon[/b].,1,3,summon_token,Countdown (3)<br>Last Words: Summon a Holywing Dragon.,summon_token=900711050,,-,0
888,0,101713050,101713050,Divine Birdsong,10001,3,7,,3,,"Following the echoes of the flute, the gleaming bird goddess alights.",0,,0,,101713051,0,10,0,0,101713050,,[b]Countdown[/b] [b](2)[/b]<br>[b]Last Words[/b][b]:[/b] Summon a [b]Regal Falcon[/b].,1,3,summon_token,Countdown (2)<br>Last Words: Summon a Regal Falcon.,summon_token=900711060,,-,50
889,0,102723020,102723020,Forbidden Ritual,10002,3,7,,3,,"The dark gods demand death, so let us give it to them.",0,,0,,102723021,0,50,0,0,102723020,,[b]Countdown[/b] [b](1)[/b]<br>[b]Last Words[/b][b]:[/b] Banish all enemy followers with 2 defense or less.,2,3,banish,Countdown (1)<br>Last Words: Banish all enemy followers with 2 defense or less.,none,,-,200
890,0,102732020,102732020,Elana's Prayer,10002,2,7,,3,,I'll give everyone the s-strength to carry on!,0,,0,,102732021,0,250,0,0,102732020,,"Whenever your leader's defense is restored, give +1/+1 to all allied followers.",3,3,powerup,"Whenever your leader's defense is restored, give +1/+1 to all allied followers.",add_offense=1&add_life=1,,-,800
891,0,103723010,103723010,Pegasus Sculpture,10003,3,7,,3,,Sculptures like mine are downright divine. —Crystal artisan,0,,0,,103723011,0,50,0,0,103723010,,"[b]Countdown[/b] [b](4)[/b]<br>At the end of your turn, restore 1 defense to all allies.",2,3,heal,"Countdown (4)<br>At the end of your turn, restore 1 defense to all allies.",healing=1,,-,200
892,0,104712010,104712010,Candelabra of Prayers,10004,2,7,,3,,A just soul just prays.,0,,0,,104712011,0,10,0,0,104712010,,"Whenever you play an amulet, subtract 1 from its [b]Countdown[/b].",1,3,chant_count_change,"Whenever you play an amulet, subtract 1 from its Countdown.",gain_chant=1,,-,50
893,0,108733010,108733010,Whitefang Temple,10008,3,7,,3,,The silent temple solemnly bares its fangs.,0,,0,,108733011,1,250,0,0,108733010,,"[b]Countdown[/b] [b](8)[/b]<br>At the end of your turn, restore 1 defense to your leader.<br>Whenever an effect restores defense to an ally, subtract 1 from this amulet's [b]Countdown[/b].<br>[b]Last Words[/b][b]:[/b] Summon a [b]Holywing Dragon[/b].",3,3,"heal,chant_count_change,summon_token","Countdown (8)<br>At the end of your turn, restore 1 defense to your leader.<br>Whenever an effect restores defense to an ally, subtract 1 from this amulet's Countdown.<br>Last Words: Summon a Holywing Dragon.","healing=1,gain_chant=1,summon_token=900711050",,-,800
894,2,100811010,100811010,Toy Soldier,10000,1,8,,3,,Welcome to the city of hopes and dreams—where dolls and humans live in harmony! I just love it when they smile. Enjoy to your heart's content!,4,Welcome to the city of nightmares and despair—where time for humans has run out! I just love it when they scream. Let me enjoy it to my heart's content!,3,"Whenever an allied Puppet comes into play, give it +1/+0.",100811011,1,0,0,1,100811010,"Whenever an allied [b]Puppet[/b] comes into play, give it +1/+0.",[b]Fanfare[/b][b]:[/b] Put a [b]Puppet[/b] into your hand.,1,3,token_draw//powerup,Fanfare: Put a Puppet into your hand.,token_draw=900811050//add_offense=1,,-,0
895,3,100811030,100811030,Automaton Knight,10000,1,8,,3,,"Whoa there! Hey, tough guy! Just wait 'til my comrades get here—I bet you won't be feelin' so tough then, will ya?",5,"A tenacious one, aren't ya? You've left me no choice—I'm going in alone! My comrades will be here in no time to finish you off. Chaaarge!",4,Last Words: Put a Puppet into your hand.,100811031,1,0,0,2,100811030,[b]Last Words[/b][b]:[/b] Put a [b]Puppet[/b] into your hand.,[b]Last Words[/b][b]:[/b] Put a [b]Puppet[/b] into your hand.,1,3,token_draw,Last Words: Put a Puppet into your hand.,token_draw=900811050,,-,0
896,3,107811050,107811050,Cat Cannoneer,10007,1,8,,3,,Meow? Let's get scratchin'!,5,"Meow-ow-ow! Ready to blast 'em off, right meow!",4,Rush. ,107811051,1,10,0,2,107811050,[b]Rush[/b][b].[/b] ,[b]Rush[/b][b].[/b] <br>[b]Fanfare[/b][b]:[/b] Put 2 [b]Ancient Artifact[/b][b]s[/b] into your deck.,1,3,"rush,update_deck",Rush. <br>Fanfare: Put 2 Ancient Artifacts into your deck.,"none,token_draw=900811010:900811010&type=add",,-,50
897,2,107811060,107811060,Steel Demolitionist,10007,1,8,,3,,"This fella right here ain't much of a looker, but it'll smash ya real good!",4,"Seriously, this fella can't be stopped! Well, maybe it can—who knows? For now though, I'll smash everything to bits while I can!",5,,107811061,1,10,0,3,107811060,,"[b]Fanfare[/b][b]:[/b] If there are any Artifact cards in your hand, randomly discard 1 and deal 2 damage to a random enemy follower. If there are no enemy followers in play, deal 2 damage to the enemy leader instead.",1,3,"discard,damage,damage","Fanfare: If there are any Artifact cards in your hand, randomly discard 1 and deal 2 damage to a random enemy follower. If there are no enemy followers in play, deal 2 damage to the enemy leader instead.","none,damage=2,damage=2",,-,50
898,2,107811070,107811070,Iron Staff Mechanic,10007,1,8,,3,,"Even without Mysteria's blessing, I can still fight—as long as I have this!",4,Who needs magic when you have technology? Come on—don't break on me now!,5,Ward. ,107811071,1,10,0,3,107811070,[b]Ward[/b][b].[/b] ,[b]Ward[/b][b].[/b] <br>[b]Fanfare[/b][b]:[/b] Put 2 [b]Mystic Artifact[/b][b]s[/b] into your deck.,1,3,"guard,update_deck",Ward. <br>Fanfare: Put 2 Mystic Artifacts into your deck.,"none,token_draw=900811020:900811020&type=add",,-,50
899,3,107811140,107811140,Cursed Stone,10007,1,8,,3,,"I'd say the fellas making these artifacts and whatnot are pretty strange, but whoever made this one was truly mad as a hatter. —A Mercenary",5,"I mean, staying cooped up by yourself for so long can't be good for you, right? Explains why they're not all there, at least. It wouldn't hurt to ask for some help, would it? —A Mercenary",5,"Ward. <br>Can't attack.<br>Evolve: If Resonance is active for you, remove all effects on this follower except changes to this card's attack or defense.",107811141,1,10,0,3,107811140,"[b]Ward[/b][b].[/b] <br>Can't attack.<br>[b]Evolve[/b][b]:[/b] If [b]Resonance[/b] is active for you, remove all effects on this follower except changes to this card's attack or defense.",[b]Ward[/b][b].[/b]<br>Can't attack.,1,3,"guard,cant_attack//lose",Ward.<br>Can't attack.,"none,cant_attack=all//none",,-,50
900,2,107821040,107821040,Fervent Machine Soldier,10007,1,8,,3,,"Weapons? I've got 'em in all shapes and sizes. How about this one? My finest apprentice made it—you've never seen a blade this sharp! Not interested? Wait, there's more!",4,"They just don't get it, do they? Well, no matter. I'll just have to convince 'em myself... Who's ready for a demonstration—up close and personal?",5,,107821041,1,50,0,3,107821040,,[b]Fanfare[/b][b]:[/b] Put a random Artifact card from your deck into your hand.,2,3,draw,Fanfare: Put a random Artifact card from your deck into your hand.,none,,-,200
901,1,108811030,108811030,Junk,10008,1,8,,3,,"What is the heart? What is its color, its shape, its taste? A man sought the answers to these questions maniacally, nay, pathologically. This is what he created.",3,"It has no heart and no reason, which garnered it the name of Junk. Junk crawls through the night, led on by the plaintive laughter.",4,Last Words: Put a Puppet into your hand.,108811031,1,10,0,2,108811030,[b]Last Words[/b][b]:[/b] Put a [b]Puppet[/b] into your hand.,[b]Fanfare[/b] and [b]Last Words[/b][b]:[/b] Put a [b]Puppet[/b] into your hand.,1,3,"token_draw,token_draw",Fanfare and Last Words: Put a Puppet into your hand.,"token_draw=900811050,token_draw=900811050",,-,50
902,3,108831020,108831020,Devil of the Gaps,10008,1,8,,3,,"I am there in the gaps. The one who wanders between white and black. Now that you have arrived, you must choose. Which color will it be? Your decision will change the world.",5,I see. A very fine decision. Go forth and be proud of your choice. I bless your travel path from somewhere in the middle of the colors.,4,,108831021,1,250,0,2,108831020,,[b]Fanfare[/b][b]:[/b] [b]Choose[/b] [b]-[/b] Put a [b]Blade of Light[/b] or a [b]Blade of Dark[/b] into your hand.,3,3,"choice,token_draw",Fanfare: Choose - Put a Blade of Light or a Blade of Dark into your hand.,"card_id=900834010:900834020,repeat_count=1&summon_side=me",,-,800
903,3,109811010,109811010,"Jessica, Cheerful Cannoneer",10009,1,8,,3,,Excuse me. Do you know where my little brother might have gone? His name is Ayer.,5,"He was kidnapped by a primal beast several years ago. But I believe he's out there somewhere, alive and well!",4,,109811011,1,10,0,2,109811010,,"[b]Fanfare[/b][b]:[/b] Give +1/+0 to an allied Portalcraft follower. If that follower can be targeted by enemy spells or effects, your opponent can only target that follower.",1,3,"powerup,force_skill_target","Fanfare: Give +1/+0 to an allied Portalcraft follower. If that follower can be targeted by enemy spells or effects, your opponent can only target that follower.","add_offense=1,none",,-,50
904,3,109831020,109831020,"Cucouroux, Green Gunsmith",10009,1,8,,3,,I'm sure we met for some reason or another. So just let ol' Cucouroux here give your firearm the overhaul it deserves! ,5,"Whenever you're sad, you can cry on ol' Cucouroux's shoulder! But, um, I think I know what you're thinking—my sisters, Silva and Camieux, would be much more comfortable to lean on. That makes me wanna cry too!",4,"Whenever this follower attacks an enemy follower, deal 2 damage to the follower before it can deal any damage in return.",109831021,1,250,0,2,109831020,"Whenever this follower attacks an enemy follower, deal 2 damage to the follower before it can deal any damage in return.","[b]Fanfare[/b][b]:[/b] [b]Enhance[/b] [b](5)[/b] [b]-[/b] Summon a [b]Camieux, Gunpowder Gal[/b].<br>Whenever this follower attacks an enemy follower, deal 2 damage to the follower before it can deal any damage in return.",3,3,"damage,pp_fixeduse,summon_token","Fanfare: Enhance (5) - Summon a Camieux, Gunpowder Gal.<br>Whenever this follower attacks an enemy follower, deal 2 damage to the follower before it can deal any damage in return.","damage=2,fixeduse=5,summon_token=900831040",,-,800
905,2,109841030,109841030,Malocchio,10009,1,8,,3,,"We fled in droves, as it burned everything within sight. Let it all die, eye of destruction. The transgressions of man are burned forever in its sight. Eradicate it all, eye of destruction.",6,"Eyesores. Burn them all, eye of destruction. Persecution for persecution, an eye for an eye. Transgression for transgression, by the full force of the all-seeing iconoclast.",2,(Same as the unevolved form.),109841031,1,1000,0,2,109841030,(Same as the unevolved form.),"Whenever [b]Resonance[/b] becomes active for you, gain +2/+2.<br>Whenever this follower attacks, deal 2 damage to all enemies if this follower has at least 10 attack.",4,3,"powerup,damage","Whenever Resonance becomes active for you, gain +2/+2.<br>Whenever this follower attacks, deal 2 damage to all enemies if this follower has at least 10 attack.","add_offense=2&add_life=2,damage=2",,-,3500
906,2,110811030,110811030,Servant of Destruction,10010,1,8,,3,,"Destroy, destroy, destroy. Doesn't matter if it exists or not, burn it until not even the concept remains. Destruction is evidence of freedom—burn to the rhythm, dance to the damage!",4,The First Order: Suffer No Chains<br>Prohibit nothing. Admonish no one. Know how useless you are to this world. <br>—The Teachings of Team Destruction,5,,110811031,1,10,0,3,110811030,,"[b]Fanfare[/b][b]:[/b] Destroy another allied Portalcraft follower or Portalcraft amulet without [b]Countdown[/b], and then deal 3 damage to a random enemy follower.",1,3,"destroy,damage","Fanfare: Destroy another allied Portalcraft follower or Portalcraft amulet without Countdown, and then deal 3 damage to a random enemy follower.","none,damage=3",,-,50
907,3,111811030,111811030,"Viola, Duchess of Dolls ",10011,1,8,,3,,Welcome to the city of hopes and dreams! This is a place where humans and puppets can live together in harmony. Hope you enjoy your stay here. We'll do anything to make you more comfortable.,5,I'm a mother to all these puppets. How dare you try to bring harm to them—looks like we'll need to teach you some manners. Stephanie! Chew on 'em!,5,"Evolve: Put a Puppet into your hand.<br>Whenever an allied Puppet comes into play, give it +0/+2.",111811031,1,10,0,3,111811030,"[b]Evolve[/b][b]:[/b] Put a [b]Puppet[/b] into your hand.<br>Whenever an allied [b]Puppet[/b] comes into play, give it +0/+2.","Whenever an allied [b]Puppet[/b] comes into play, give it +0/+2.",1,3,"powerup//powerup,token_draw","Whenever an allied Puppet comes into play, give it +0/+2.","add_life=2//add_life=2,token_draw=900811050",,-,50
908,3,111821020,111821020,Angel of the Iron Steed,10011,1,8,,3,,"Vroooom, skrrrrt! As long as I have this sweet ride, I can fly anywhere in the world—and learn all of its secrets. Yours are no exception of course.",5,"Vr-vr-vroooooom! Ah, I love this ride. Faster than a pegasus and far easier to control. Just don't tell the gods I took it, okay? They wouldn't be very happy if they found out!",5,,111821021,1,50,0,3,111821020,,[b]Fanfare[/b][b]:[/b] Put an [b]Analyzing Artifact[/b] and an [b]Ancient Artifact[/b] into your deck.,2,3,update_deck,Fanfare: Put an Analyzing Artifact and an Ancient Artifact into your deck.,token_draw=900811030:900811010&type=add,,-,200
909,2,111831030,111831030,"Maisha, Hero of Purgation",10011,1,8,,3,,"Countersolari and Isunia are both trifling matters. I merely wish to be chosen by her. It's what I planned for, what I've realized to be important. Oh, to finally become a hero.",4,My world betrayed me. It was unsalvageable. Contaminated. That's why I was happy to see it fall to Purgation. And that's why I want to be chosen by her once more. I'll see Isunia burn for her attention.,5,Evolve: Put a Purgation's Blade into your hand.<br>(Can attack the enemy leader.),111831031,1,250,0,3,111831030,[b]Evolve[/b][b]:[/b] Put a [b]Purgation's Blade[/b] into your hand.<br>(Can attack the enemy leader.),[b]Fanfare[/b][b]:[/b] Draw a card.<br>Can't attack the enemy leader.,3,3,"cant_attack,draw//token_draw",Fanfare: Draw a card.<br>Can't attack the enemy leader.,"cant_attack=class,none//token_draw=900834030",,-,800
910,2,900811020,900811020,Mystic Artifact,90000,1,8,,3,,"It was created to protect—the motherly master, the fatherly apparatus, producers of life.",4,It was created to protect until the very end. For mother and father—it risks peril in the name of duty.,5,Ward. ,900811021,1,0,0,3,900811020,[b]Ward[/b][b].[/b] ,[b]Ward[/b][b].[/b] <br>[b]Fanfare[/b][b]:[/b] Draw a card.,1,3,"guard,draw",Ward. <br>Fanfare: Draw a card.,"none,none",,Artifact,0
911,3,900831010,900831010,Victoria,90000,1,8,,3,,"A rhapsody plays. Following the tune of their maestro's fingers, the puppets dance and scoff at the world.",5,"Break, rend, kill! Following their maestro's orders, the puppets squeak into action and rob the world.",3,(Same as the unevolved form.),900831011,1,0,0,1,900831010,(Same as the unevolved form.),"[b]Rush[/b][b].[/b]<br>Whenever this follower attacks an enemy follower, deal X damage to the follower before it can deal any damage in return. X equals this follower's attack.",3,3,"rush,damage","Rush.<br>Whenever this follower attacks an enemy follower, deal X damage to the follower before it can deal any damage in return. X equals this follower's attack.","none,damage={me.inplay_self.unit.offense}",,-,0
912,1,900841040,900841040,Lloyd the Android,90000,1,8,,3,,"A nocturne plays. Following their maestro's fingers, the puppets dance and defend the world.",3,"Caring, faith, and love. To protect their maestro through and through, the puppets squeak and race across the world.",6,(Same as the unevolved form.),900841041,1,0,0,4,900841040,(Same as the unevolved form.),"[b]Ward[/b][b].[/b]<br>If this follower can be targeted by enemy spells or effects, your opponent can only target this follower.",4,3,"guard,force_skill_target","Ward.<br>If this follower can be targeted by enemy spells or effects, your opponent can only target this follower.","none,none",,-,0
913,0,107824010,107824010,Substitution,10007,4,8,,3,,"A name is all one has in the end, so that's what you'll take. —Words of a Puppeteer",0,,0,,107824011,1,50,0,0,107824010,,Banish an enemy follower with 3 defense or less.<br>Put a [b]Puppet[/b] into your hand.,2,3,"banish,token_draw",Banish an enemy follower with 3 defense or less.<br>Put a Puppet into your hand.,"none,token_draw=900811050",,-,200
914,0,107813010,107813010,Tranquil Cog,10007,3,8,,3,,Wisdom keeps the universe in motion.,0,,0,,107813011,1,10,0,0,107813010,,"[b]Countdown[/b] [b](3)[/b]<br>[b]Fanfare[/b][b]:[/b] Draw a card. If [b]Resonance[/b] is active for you, draw 2 cards instead.<br>[b]Last Words[/b][b]:[/b] Draw 2 cards. If [b]Resonance[/b] is active for you, draw 1 card instead.",1,3,"draw,draw,draw,draw","Countdown (3)<br>Fanfare: Draw a card. If Resonance is active for you, draw 2 cards instead.<br>Last Words: Draw 2 cards. If Resonance is active for you, draw 1 card instead.","none,none,none,none",,-,50
915,0,107813020,107813020,Puppet Room,10007,3,8,,3,,"Go on, take a look inside.",0,,0,,107813021,1,10,0,0,107813020,,[b]Countdown[/b] [b](3)[/b]<br>[b]Fanfare[/b][b]:[/b] Put a [b]Puppet[/b] into your hand.<br>At the end of your turn put a [b]Puppet[/b] into your hand.,1,3,"token_draw,token_draw",Countdown (3)<br>Fanfare: Put a Puppet into your hand.<br>At the end of your turn put a Puppet into your hand.,"token_draw=900811050,token_draw=900811050",,-,50
916,0,900823010,900823010,"Go, Go, Robomi!",90000,3,8,,3,,"Although the steel warrior's body is devoid of warmth, the fire of justice burns within her. She fights to protect the future and the innocent smiles of children. Only she and her engineer, Nicholas, can fight back the menace that threatens the skies.",0,,0,,900823011,1,0,0,0,900823010,,"[b]Countdown[/b] [b](3)[/b]<br>[b]Last Words[/b][b]:[/b] Summon a [b]Robomi, Steel Warrior[/b].",2,3,summon_token,"Countdown (3)<br>Last Words: Summon a Robomi, Steel Warrior.",summon_token=900821030,,-,0
917,3,100011040,100011040,Goliath,10000,1,0,,4,,Slowly the titan of a soldier approached. His every step was a mighty quake that sent rattles and groans through the buildings. The villagers could only watch in horror.,5,"Weapons, walls, pleas—nothing could halt his tempest of destruction. The village was reduced to rubble in a blink. The titanic soldier glanced down and then moved on in search of more prey.",6,,100011041,1,0,0,4,100011040,,,1,3,none,,none,,-,0
918,4,101011020,101011020,Desert Rider,10001,1,0,,4,,It's our duty to inspect this desert. We need to make sure it's safe before people start to cross it! Now come on—let's head out!,6,"The sun's relentless, and we're covered in sand, but we can't give up. The people are relying on us! Now come on—how about you and I lead the way?",5,,101011021,0,10,0,3,101011020,,,1,3,none,,none,,-,50
919,3,101031010,101031010,Urd,10001,1,0,,4,,"The past cannot be changed, and destiny cannot be altered. Everything has been set in stone. Still, you must not forget: miracles are only visited upon those who overcome this divine providence.",5,"I shall use my powers to free the future from the yoke of destiny. Do not become a prisoner of despair, for a hopeful future can be yours—a future of freedom. Go ahead and grasp it.",5,,101031011,0,250,0,3,101031010,,"[b]Fanfare[/b][b]:[/b] Destroy a follower, and then put a copy of that follower into play.",3,3,"destroy,summon_token","Fanfare: Destroy a follower, and then put a copy of that follower into play.","none,none",,-,800
920,3,102021030,102021030,Humpty Dumpty,10002,1,0,,4,,These duds are slick! Huh? You're looking mighty hungry...,3,"Ha-ha! Look who's laughing now. Have a taste of my searing light, pal!",3,Evolve: Deal 3 damage to all followers.,102021031,0,50,0,3,102021030,[b]Evolve[/b][b]:[/b] Deal 3 damage to all followers.,,2,3,none//damage,,none//damage=3,,-,200
921,3,103031010,103031010,Uriel,10003,1,0,,4,,"The divine flame only grants an audience to the chosen. Burning with the radiance of dawn, the holy presence grants salvation to those it favors.",5,"Clad in sacred flames, the angel of divine light brought a corona of golden hope to the gloomy world. Soon sunlight was restored to the heavens, marking the beginning of a new world order. ",5,,103031011,0,250,0,3,103031010,,[b]Fanfare[/b][b]:[/b] Put a random amulet from your deck into your hand.,3,3,draw,Fanfare: Put a random amulet from your deck into your hand.,none,,-,800
922,3,103031020,103031020,Goblinbreaker Teena,10003,1,0,,4,,"Can you buy me a little more time? Just until I finish chanting my inferno spell... If you can hold back the enemy, I'll help you turn the tables!",4,Minions of darkness! My unrivaled flames will purge your rotten souls and restore your purity!,5,Evolve: Deal 2 damage to an enemy follower. Deal 5 damage instead if it's a Neutral follower.,103031021,0,250,0,4,103031020,[b]Evolve[/b][b]:[/b] Deal 2 damage to an enemy follower. Deal 5 damage instead if it's a Neutral follower.,,3,3,"none//select,damage,damage",,"none//none,damage=2,damage=5",,-,800
923,3,104021040,104021040,Impartial Strix,10004,1,0,,4,,"Though it's not evil, it's not partial to good. Thus is the nature of the wise strix. It longs only for a world where the balance is preserved.",5,"The far-sighted strix sees beyond all good and evil in this world. When its beak breaks the silence, the balance of the world will be restored.",5,,104021041,0,50,0,3,104021040,,[b]Fanfare[/b][b]:[/b] Gain +2/+2 if you have at least 20 Neutral cards remaining in your deck.,2,3,powerup,Fanfare: Gain +2/+2 if you have at least 20 Neutral cards remaining in your deck.,add_offense=2&add_life=2,,-,200
924,2,105011030,105011030,Goblin Leader,10005,1,0,,4,,"Let one get away and it'll call ten, and the ten will call a hundred. You have to squelch them all. —Lucius, Goblin Slayer",4,"Don't laugh at the little devils. They may not be wise, but they don't have limits. You've got to squash them all fast. Swordsweep! —Lucius, Goblin Slayer",5,Summon a Goblin at the end of your turn.,105011031,0,10,0,3,105011030,Summon a [b]Goblin[/b] at the end of your turn.,Summon a [b]Goblin[/b] at the end of your turn.,1,3,summon_token,Summon a Goblin at the end of your turn.,summon_token=100011010&summon_side=me,,-,50
925,3,105041010,105041010,"Alice, Wonderland Explorer",10005,1,0,,4,,"Lands of wonders, lands of marvels! What sort of adventures could be waiting? I can't wait to find out!",5,"I'm going to change the world to change myself. I mean, I have to change the world if I'm going to become a grown-up. I'll keep going onward, and I won't fear a thing in this land of wonders and marvels!",6,,105041011,0,1000,0,4,105041010,,[b]Fanfare[/b][b]:[/b] Give +1/+0 to all other allied Neutral followers in your hand and in play.,4,3,"powerup,powerup",Fanfare: Give +1/+0 to all other allied Neutral followers in your hand and in play.,"add_offense=1,add_offense=1",,-,3500
926,0,107031010,107031010,Shining Bellringer Angel,10007,1,0,,4,,"Ding-dong, ding-dong! Hey, check it out! Everybody's wishes gave these bells a new life! Now the sounds of joy are sure to reach you!",2,"Everybody's wishes, I want them all to come true!<br>So wish for happiness, and the bells of joy will keep on ringing! Ding-dong, ding-dong!",6,Ward.<br>Last Words: Draw 2 cards.,107031011,1,250,0,4,107031010,[b]Ward[/b][b].[/b]<br>[b]Last Words[/b][b]:[/b] Draw 2 cards.,[b]Ward[/b][b].[/b]<br>[b]Last Words[/b][b]:[/b] Draw 2 cards.,3,3,"draw,guard",Ward.<br>Last Words: Draw 2 cards.,"none,none",,-,800
